DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Status,Status Desc,Crm Cd 1,LOCATION,LAT,LON
231111887,08/05/2023 12:00:00 AM,08/04/2023 12:00:00 AM,130,11,Northeast,1118,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,36,F,O,207.0,BAR/COCKTAIL/NIGHTCLUB,IC,Invest Cont,440.0,5600 N  FIGUEROA                     ST,34.114,-118.1949
240120201,10/20/2024 12:00:00 AM,10/20/2024 12:00:00 AM,2205,1,Central,135,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307 0329 1822,32,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740.0,200 S  SPRING                       ST,34.0517,-118.2456
240314774,09/16/2024 12:00:00 AM,09/16/2024 12:00:00 AM,630,3,Southwest,373,2,888,TRESPASSING,0910 1501,23,X,X,947.0,MTA - EXPO LINE - EXPO/CRENSHAW,IC,Invest Cont,888.0,3400    EXPOSITION                   BL,34.0222,-118.333
241305537,02/02/2024 12:00:00 AM,01/28/2024 12:00:00 AM,25,13,Newton,1309,1,352,PICKPOCKET,0344,38,F,W,213.0,WAREHOUSE,IC,Invest Cont,352.0,2200    DAMON                        ST,34.0287,-118.2333
240208377,03/31/2024 12:00:00 AM,03/31/2024 12:00:00 AM,500,2,Rampart,249,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1823 0344,39,M,B,504.0,OTHER RESIDENCE,IC,Invest Cont,440.0,1000    WILSHIRE                     BL,34.0514,-118.2613
232011922,06/20/2023 12:00:00 AM,06/12/2023 12:00:00 AM,1745,20,Olympic,2024,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 1822 0344,50,M,B,717.0,HEALTH SPA/GYM,IC,Invest Cont,440.0,3600    WILSHIRE                     BL,34.0636,-118.3047
222005198,01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,1210,20,Olympic,2014,2,624,BATTERY - SIMPLE ASSAULT,0340 0361 0401 0416 0446 0603 0913,43,M,H,102.0,SIDEWALK,AO,Adult Other,624.0,2ND,34.0712,-118.3029
231310473,05/10/2023 12:00:00 AM,05/10/2023 12:00:00 AM,230,13,Newton,1317,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0305 0432 0416 1822 1218,33,F,H,101.0,STREET,IC,Invest Cont,230.0,LONG BEACH,34.0206,-118.2428
240410607,10/06/2024 12:00:00 AM,10/06/2024 12:00:00 AM,1048,4,Hollenbeck,438,2,354,THEFT OF IDENTITY,0100,30,F,X,504.0,OTHER RESIDENCE,IC,Invest Cont,354.0,2900    COVINA                       ST,34.0788,-118.1652
232006177,02/22/2023 12:00:00 AM,02/22/2023 12:00:00 AM,900,20,Olympic,2033,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 1309 1822,27,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,624.0,700 S  HOBART                       BL,34.0597,-118.3053
221004108,01/04/2022 12:00:00 AM,01/04/2022 12:00:00 AM,900,10,West Valley,1088,2,664,"BUNCO, PETTY THEFT",0800 0344 1822 1202,74,F,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,664.0,16900    OAK VIEW                     DR,34.1537,-118.5012
211209971,04/08/2021 12:00:00 AM,04/08/2021 12:00:00 AM,2130,12,77th Street,1243,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0605 0416 1822,28,M,H,101.0,STREET,IC,Invest Cont,230.0,71ST                         ST,33.9754,-118.3046
220119749,09/04/2022 12:00:00 AM,09/03/2022 12:00:00 AM,2300,1,Central,101,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0416 1310 1309 1414 0447,45,F,H,101.0,STREET,IC,Invest Cont,626.0,MARVIEW,34.0708,-118.2471
201820886,11/20/2020 12:00:00 AM,11/20/2020 12:00:00 AM,1830,18,Southeast,1823,1,251,SHOTS FIRED AT INHABITED DWELLING,0906 1822 1300 0329,59,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,251.0,9900 S  SAN PEDRO                    ST,33.9456,-118.2695
230205831,02/09/2023 12:00:00 AM,02/09/2023 12:00:00 AM,35,2,Rampart,256,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0913 0603 0329,69,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,740.0,600 S  BURLINGTON                   AV,34.058,-118.2715
230717784,11/30/2023 12:00:00 AM,11/28/2023 12:00:00 AM,1608,7,Wilshire,765,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,0,X,X,108.0,PARKING LOT,IC,Invest Cont,745.0,4500 W  PICO                         BL,34.0485,-118.3334
221322245,12/11/2022 12:00:00 AM,12/11/2022 12:00:00 AM,520,13,Newton,1381,1,310,BURGLARY,1402 0344 1609 1607,0,M,W,402.0,MARKET,IC,Invest Cont,310.0,5900 S  BROADWAY,33.9862,-118.2794
200205307,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,2130,2,Rampart,238,2,624,BATTERY - SIMPLE ASSAULT,0913 1817 0416 0446 0443 0432,25,M,H,116.0,OTHER/OUTSIDE,AA,Adult Arrest,624.0,100 N  TOLUCA                       ST,34.0616,-118.2586
201518017,11/25/2020 12:00:00 AM,11/25/2020 12:00:00 AM,1617,15,N Hollywood,1529,1,820,ORAL COPULATION,0416 0515 0522 1258 2024 0514 0512 0544 0360 0913,8,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,820.0,6100    CLYBOURN                     AV,34.1829,-118.365
230813216,08/10/2023 12:00:00 AM,08/10/2023 12:00:00 AM,1815,8,West LA,822,2,624,BATTERY - SIMPLE ASSAULT,2004 0416,31,M,W,117.0,BEACH,IC,Invest Cont,624.0,17000    PACIFIC COAST                HY,34.0395,-118.5495
211510167,06/06/2021 12:00:00 AM,06/06/2021 12:00:00 AM,1930,15,N Hollywood,1525,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0400 0416 1822 0334 0411 0446 0910 2047,23,M,H,124.0,BUS STOP,IC,Invest Cont,230.0,LANKERSHIM,34.1903,-118.3878
202009260,05/02/2020 12:00:00 AM,05/02/2020 12:00:00 AM,1900,20,Olympic,2093,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1028 0416 0446 0449 0445 0345,21,M,H,102.0,SIDEWALK,IC,Invest Cont,230.0,WASHINGTON                   BL,34.04,-118.3043
211316270,09/22/2021 12:00:00 AM,09/18/2021 12:00:00 AM,1900,13,Newton,1367,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1202 0344,60,F,H,108.0,PARKING LOT,IC,Invest Cont,331.0,5100    HOLMES                       AV,33.9954,-118.2411
221514964,09/16/2022 12:00:00 AM,09/16/2022 12:00:00 AM,1545,15,N Hollywood,1548,2,903,CONTEMPT OF COURT,2038,67,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,903.0,5200    HARMONY                      AV,34.1649,-118.3665
221808981,04/10/2022 12:00:00 AM,04/09/2022 12:00:00 AM,1915,18,Southeast,1801,1,210,ROBBERY,2000 0344 1814 0400 0334 0421 0319 0432 1300,42,F,B,109.0,PARK/PLAYGROUND,IC,Invest Cont,210.0,HOOVER                       ST,33.9579,-118.287
211516771,10/29/2021 12:00:00 AM,10/29/2021 12:00:00 AM,1020,15,N Hollywood,1519,1,310,BURGLARY,0344,23,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310.0,6700    RIVERTON                     AV,34.1922,-118.366
221918300,12/23/2022 12:00:00 AM,12/23/2022 12:00:00 AM,1358,19,Mission,1982,1,210,ROBBERY,0334 1309 1822 0421 0378 0337 0369 0344 1402,0,X,X,229.0,CHECK CASHING*,AA,Adult Arrest,210.0,8700 N  SEPULVEDA                    BL,34.2283,-118.4677
231506143,02/19/2023 12:00:00 AM,02/19/2023 12:00:00 AM,1403,15,N Hollywood,1527,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344,66,M,W,108.0,PARKING LOT,IC,Invest Cont,440.0,11000    VICTORY                      BL,34.1867,-118.3703
220508992,05/10/2022 12:00:00 AM,05/08/2022 12:00:00 AM,1145,5,Harbor,507,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444 1309 1310 1814 0913,35,F,B,108.0,PARKING LOT,AA,Adult Arrest,626.0,22800 S  WESTERN                      AV,33.819,-118.3089
220909790,05/30/2022 12:00:00 AM,05/30/2022 12:00:00 AM,800,9,Van Nuys,931,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300 0385,64,M,W,108.0,PARKING LOT,IC,Invest Cont,331.0,15400    ERWIN                        ST,34.183,-118.4692
211315949,09/16/2021 12:00:00 AM,09/12/2021 12:00:00 AM,445,13,Newton,1383,1,330,BURGLARY FROM VEHICLE,0344,23,M,H,101.0,STREET,IC,Invest Cont,330.0,100 W  61ST                         ST,33.9842,-118.2745
231513006,08/01/2023 12:00:00 AM,07/31/2023 12:00:00 AM,1205,15,N Hollywood,1585,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394,25,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440.0,10900    BLUFFSIDE                    DR,34.1412,-118.3681
201418141,10/02/2020 12:00:00 AM,10/02/2020 12:00:00 AM,1430,14,Pacific,1433,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0445 2003 0913 0361 1402 0411,56,M,W,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,230.0,2300    LOUELLA                      AV,33.9968,-118.4486
211817166,09/20/2021 12:00:00 AM,09/19/2021 12:00:00 AM,2000,18,Southeast,1801,1,251,SHOTS FIRED AT INHABITED DWELLING,1822 1100 1407 0216 0450,42,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,251.0,8900 S  HOOVER                       ST,33.9565,-118.287
221216925,08/03/2022 12:00:00 AM,08/03/2022 12:00:00 AM,1325,12,77th Street,1273,1,220,ATTEMPTED ROBBERY,1822 0334 0302 0337 0421 0432,0,X,X,727.0,SHOPPING MALL (COMMON AREA),IC,Invest Cont,220.0,8900 S  WESTERN                      AV,33.9563,-118.309
211715207,11/17/2021 12:00:00 AM,11/17/2021 12:00:00 AM,1540,17,Devonshire,1794,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913,32,M,W,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,901.0,18200    CHASE                        ST,34.2246,-118.5307
222016953,11/06/2022 12:00:00 AM,11/05/2022 12:00:00 AM,2345,20,Olympic,2002,1,210,ROBBERY,1822 0344 0334 0325,0,X,X,203.0,OTHER BUSINESS,IC,Invest Cont,210.0,400 N  WESTERN                      AV,34.0799,-118.3113
241004658,01/19/2024 12:00:00 AM,01/19/2024 12:00:00 AM,24,10,West Valley,1001,2,903,CONTEMPT OF COURT,0913 2038 0554 1414,44,M,W,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,903.0,18900    SATICOY                      ST,34.2143,-118.5534
220113382,06/01/2022 12:00:00 AM,06/01/2022 12:00:00 AM,1145,1,Central,154,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1414 1822 1307 1300,45,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740.0,100 W  5TH                          ST,34.0467,-118.2485
241809131,04/21/2024 12:00:00 AM,04/21/2024 12:00:00 AM,2013,18,Southeast,1822,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0344 0325 0342,0,X,X,406.0,OTHER STORE,IC,Invest Cont,442.0,100 W  CENTURY                      BL,33.9456,-118.2739
